ENSEMBL GENE	psms.CSF-01	top3int.CSF-01	peptides.CSF-01	psms.CSF-02	top3int.CSF-02	peptides.CSF-02	psms.adipocyte-01	top3int.adipocyte-01	peptides.adipocyte-01	psms.adipocyte-02	top3int.adipocyte-02	peptides.adipocyte-02	psms.adipocyte-03	top3int.adipocyte-03	peptides.adipocyte-03	psms.adipocyte-04	top3int.adipocyte-04	peptides.adipocyte-04	psms.adipocyte-05	top3int.adipocyte-05	peptides.adipocyte-05	psms.adipocyte-06	top3int.adipocyte-06	peptides.adipocyte-06	psms.adipocyte-07	top3int.adipocyte-07	peptides.adipocyte-07	psms.adipocyte-08	top3int.adipocyte-08	peptides.adipocyte-08	psms.adipocyte-09	top3int.adipocyte-09	peptides.adipocyte-09	psms.adipocyte-10	top3int.adipocyte-10	peptides.adipocyte-10	psms.adipocyte-11	top3int.adipocyte-11	peptides.adipocyte-11	psms.adipocyte-12	top3int.adipocyte-12	peptides.adipocyte-12	psms.adipocyte-13	top3int.adipocyte-13	peptides.adipocyte-13	psms.bone-01	top3int.bone-01	peptides.bone-01	psms.bone-02	top3int.bone-02	peptides.bone-02	psms.breast-01	top3int.breast-01	peptides.breast-01	psms.heart-01	top3int.heart-01	peptides.heart-01	psms.heart-02	top3int.heart-02	peptides.heart-02	psms.heart-03	top3int.heart-03	peptides.heart-03	psms.heart-04	top3int.heart-04	peptides.heart-04	psms.heart-05	top3int.heart-05	peptides.heart-05	psms.heart-06	top3int.heart-06	peptides.heart-06	psms.lung-01	top3int.lung-01	peptides.lung-01	psms.lung-02	top3int.lung-02	peptides.lung-02	psms.ovary-01	top3int.ovary-01	peptides.ovary-01	psms.pancreas-01	top3int.pancreas-01	peptides.pancreas-01	psms.platelets_lysate-01	top3int.platelets_lysate-01	peptides.platelets_lysate-01	psms.platelets_lysate-02	top3int.platelets_lysate-02	peptides.platelets_lysate-02	psms.platelets_lysate-03	top3int.platelets_lysate-03	peptides.platelets_lysate-03	psms.platelets_lysate-04	top3int.platelets_lysate-04	peptides.platelets_lysate-04	psms.platelets_lysate-05	top3int.platelets_lysate-05	peptides.platelets_lysate-05	psms.platelets_lysate-06	top3int.platelets_lysate-06	peptides.platelets_lysate-06	psms.platelets_lysate-07	top3int.platelets_lysate-07	peptides.platelets_lysate-07	psms.platelets_lysate-08	top3int.platelets_lysate-08	peptides.platelets_lysate-08	psms.platelets_lysate-09	top3int.platelets_lysate-09	peptides.platelets_lysate-09	psms.platelets_lysate-10	top3int.platelets_lysate-10	peptides.platelets_lysate-10	psms.platelets_lysate-11	top3int.platelets_lysate-11	peptides.platelets_lysate-11	psms.platelets_lysate-12	top3int.platelets_lysate-12	peptides.platelets_lysate-12	psms.platelets_lysate-13	top3int.platelets_lysate-13	peptides.platelets_lysate-13	psms.platelets_lysate-14	top3int.platelets_lysate-14	peptides.platelets_lysate-14	psms.platelets_lysate-15	top3int.platelets_lysate-15	peptides.platelets_lysate-15	psms.platelets_lysate-16	top3int.platelets_lysate-16	peptides.platelets_lysate-16	psms.platelets_lysate-17	top3int.platelets_lysate-17	peptides.platelets_lysate-17	psms.platelets_lysate-18	top3int.platelets_lysate-18	peptides.platelets_lysate-18	psms.platelets_lysate-19	top3int.platelets_lysate-19	peptides.platelets_lysate-19	psms.platelets_lysate-20	top3int.platelets_lysate-20	peptides.platelets_lysate-20	psms.platelets_lysate-21	top3int.platelets_lysate-21	peptides.platelets_lysate-21	psms.platelets_lysate-22	top3int.platelets_lysate-22	peptides.platelets_lysate-22	psms.platelets_lysate-23	top3int.platelets_lysate-23	peptides.platelets_lysate-23	psms.platelets_lysate-24	top3int.platelets_lysate-24	peptides.platelets_lysate-24	psms.platelets_lysate-25	top3int.platelets_lysate-25	peptides.platelets_lysate-25	psms.platelets_lysate-26	top3int.platelets_lysate-26	peptides.platelets_lysate-26	psms.platelets_secreted_trypic_digest-01	top3int.platelets_secreted_trypic_digest-01	peptides.platelets_secreted_trypic_digest-01	psms.platelets_secreted_trypic_digest-02	top3int.platelets_secreted_trypic_digest-02	peptides.platelets_secreted_trypic_digest-02	psms.platelets_secreted_undigested-centroid	top3int.platelets_secreted_undigested-centroid	peptides.platelets_secreted_undigested-centroid
ENSG00000008018	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	163727.9748	2	6	140165.2718	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	41	1450883.5706	6	17	68446.2883	6	11	192004.39	5	-	-	-	53	5487959.956	12	8	732480.9195	2	7	433320.3161	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	286	4167007.3419	10	247	3805037.8945	7	78	1256898.7965	4	65	1273226.0087	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2482.9129	1	-	-	-	1	7504.114	1	-	-	-	-	-	-	-	-	-
ENSG00000119321	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	46649.865	16	-	-	-	-	-	-	18	450010.1789	7	-	-	-	1	8688.06619999999	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1306.1289	1	15	55416.7957	2	6	40634.4203	2	2	4609.6072	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000145335	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	20785.723	1	-	-	-	-	-	-	-	-	-	-	-	-	34	2411470.5569	11	96	10813366.4142	13	393	18467336.4863	13	256	9043088.095	13	96	4362033.2933	9	110	3774938.0237	9	184	15900646.7442	11	2	50223.6105	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2927.8397	1	3	18728.5538	2	-	-	-	8	1205575.5	3
ENSG00000235194	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	48934.438	1	3	115285.5783	3	2	7069.6624	1	9	25480.025	3	1	4103.6816	1	1	2938.5052	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000165646	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	24524.349	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	7708.3693	1	2	5436.5195	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000130402	-	-	-	-	-	-	1	2931.0187	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	8083.7859	1	64	152671.2174	8	2	6907.1883	2	-	-	-	2	1340.1143	1	2	1682.7978	1	-	-	-	23	288154.931	20	70	538428.2067	22	-	-	-	-	-	-	-	-	-	6	781232.097999999	5	46	2925414.58	16	-	-	-	12	28500.6117	9	7	193063.104	5	-	-	-	64	12833963.623	22	135	7040287.4678	22	112	2590085.6092	19	-	-	-	1	704.1476	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	562262.5677	7	109	1790029.0292	8	1017	15066687.4265	47	1856	29359676.1716	52	923	15094099.7004	35	155	2094658.6248	8	158	1885691.5929	11	99	757293.5247	7	118	799418.9951	8	148	879109.5692	9	172	1252845.9334	9	93	785306.8931	7	129	837843.5942	7	241	682618.4485	12	181	360464.5598	7	173	843983.5043	10	-	-	-	-	-	-	-	-	-
ENSG00000183684	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	53078.5879	1	2	6977.3029	2	5	143983.267	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	112409.6329	5	-	-	-	12	849133.8602	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000167721	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	36669.727	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	104468.4753	10	13	154011.4773	9	-	-	-	1	66951.107	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000111540	-	-	-	-	-	-	14	54445.486	1	-	-	-	6	10255.5971	1	-	-	-	7	10531.5474	1	-	-	-	5	7921.8318	1	3	8138.8812	2	18	60112.0448	2	29	124868.2666	2	4	27050.7341	1	7	15553.9206	2	9	25551.0605	2	6	61004.7831	3	9	98317.3388	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	813432.2198	5	-	-	-	-	-	-	-	-	-	-	-	-	8	123646.105	5	10	184245.1044	4	-	-	-	-	-	-	-	-	-	14	216287.8898	2	9	253696.9837	2	9	246704.2402	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	68	479597.3617	5	76	680688.9567	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000081760	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	11076.2855	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000125821	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	54386.9288	1	-	-	-	-	-	-	-	-	-	-	-	-	9	974250.4554	2	13	715093.1248	3	36	1796936.8622	1	17	753687.4569	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	1726799.9753	4	90	8153837.1123	5	72	5160034.2685	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	12369.8126	1	-	-	-
ENSG00000160691,ENSG00000129946	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	9157.9391	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000144744	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1651.364	1	3	5848.6348	1	3	5489.1043	1	2	6471.5905	1	3	8967.2451	1	8	10991.8338	1	-	-	-	4	4457.6513	1	2	2336.6946	1	15	42238.412	1	14	40948.1617	1	4	4878.6338	1	6	4418.6926	2	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000185043	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	14777.7116	2	2	15186.4829	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	27524.2036	3	1	7332.3932	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	144939.847	3	8	86148.6078	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000196943	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	63539.6005	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	5403.7758	2	4	28980.9573	3	-	-	-	4	156025.4016	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000157978	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	74576.3955	2	3	24194.672	2	-	-	-	-	-	-	-	-	-	23	76795.3389	1	28	97585.3704	1	84	494347.9335	3	77	788292.1419	5	6	15760.1414	1	2	3651.2997	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	526.8703	1	-	-	-	3	2081.2358	1	1	613.4136	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000172340	-	-	-	-	-	-	7	20924.327	1	-	-	-	1	1106.9063	1	-	-	-	-	-	-	-	-	-	1	1101.394	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	4140.4137	1	-	-	-	79	6122063.189	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	29432.7566	1	6	100337.4754	1	3	63167.7476	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000128059	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	16836.0975	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000134463	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	284527.5838	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000214753	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	60193.5485	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	716777.7986	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000101310	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	353116.646	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	628.7602	1	3	37118.9416	3	-	-	-	12	351766.9072	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2078.058	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000130066	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3465.6758	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000136710	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3768.44739999999	1	2	7300.1437	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000196565	-	-	-	-	-	-	-	-	-	43	140382.4666	4	-	-	-	-	-	-	111	413219.7964	6	66	150635.6834	7	59	139964.7346	8	50	190589.7099	5	-	-	-	-	-	-	35	135070.5166	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000143549,ENSG00000167460	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	579215.035	1	-	-	-	-	-	-	1	29904.225	1	-	-	-	5	68507.52	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000167641	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	647691.5639	5	6	318469.7334	3	-	-	-	83	1607043.5461	5	161	4644793.0053	5	18	268366.6653	5	13	426693.8274	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000126803	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	62912.8978	3	28	86987.5667	4	-	-	-	8	618822.756	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	41934.2531	2	10	42608.4775	8	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000114030	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	84271.1634	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	128264.7859	10	1	28904.831	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	147228.0161	2	52	405947.4715	3	27	175123.1523	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000213316	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3337.4037	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000176853	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	65961.9592	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	246650.448	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	29397.992	1	11	212065.7343	1	4	64305.3047	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000134028	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	27250.4942	1	2	57031.9104	1	5	33171.9843	1	6	43601.6988	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
